actual,top1,dist_eucl,dist_mahalanobis,dist_cosine,dist_mahalanobis_excl_0
991800900000,991844000000,958.1896630835286,285740381518332.56,0.6169113452423273,287963.0242346877
991800900000,991800900000,204.1740287797873,65.46628445712199,0.39705152535921784,65.46629734305654
991800900000,991800900000,190.22084918881632,713957383391.756,0.3063269683579076,59.61941897848516
991800900000,991800900000,204.99056082761624,101.76255570065558,0.31161246077130755,101.76258598013237
991800900000,991800900000,197.99553105175892,51.04128764957662,0.32637159924260284,51.04129499052508
991800900000,991800900000,338.8632096060525,348.4608549145421,0.4463484292436164,348.4609652648256
991800900000,991800900000,148.7046157810741,40.72661964073099,0.24448126710358942,40.726626056888335
991800900000,991800900000,136.9157008563456,63.89493781562378,0.24073921846331292,63.89495473270182
991800900000,991800900000,246.89494657910637,64.18599321414544,0.3516781021523475,64.18600240901304
991800900000,991800900000,202.91705337015304,92.05897971603892,0.33889384817884693,92.05900144127256
991800900000,991800900000,1101.4387990794858,231.64578513374582,0.2640004769142771,231.645810445826
991800900000,991800900000,165.09081054800384,40.65461362791905,0.29552274455104555,40.65461964072557
991800900000,991800900000,208.92546078347056,104.37794241300941,0.41003993738705835,104.37797697856954
991800900000,991800900000,207.08755245219072,55.45485630852991,0.3526805788124441,55.45486486530792
991800900000,991800900000,251.0161011147242,91.30437735599757,0.361967059692497,91.30440153165665
991800900000,991800900000,220.0603279867408,70.16923412815797,0.38198675178580555,70.16924708948095
991800900000,991800900000,264.0801570185908,95.83719597103644,0.42200134802892664,95.83721245014519
991800900000,991800900000,229.21185974350936,226.55977975090767,0.462548782013922,226.56038096851753
991800900000,991800900000,86.24787912903562,1025689515119.3351,0.12515543147556718,129.50468870007677
991800900000,991800900000,112.31714327751148,345.24414432112775,0.1873719256802897,345.24471676074023
991800900000,991800900000,116.82093363329267,64.47222536505754,0.17456927135658062,64.47225225619951
991800900000,991800900000,127.7816390547112,719.2759518068817,0.2010759925431641,719.2795561457901
991800900000,991800900000,275.52670196761494,262.72805013781294,0.3247965027384,262.72820040982293
991800900000,991800900000,166.16725667540697,274.1783505428887,0.2930212307532598,274.1785326942777
991800900000,991800900000,498.0721648027843,122.50901443812668,0.27286357051967636,122.50903331733412
991800900000,991800900000,98.57919477119805,180.41835481488923,0.119169469445493,180.4185222585259
991800900000,991800900000,126.94604683307283,70.48489094114181,0.12241126851753303,70.48491445662683
991800900000,991800900000,365.4737737239277,270.0194783742496,0.6027570053879334,270.01955764894865
991800900000,991800900000,192.7643234627147,52.457385069450694,0.34434380381383367,52.45739335204888
991800900000,991800900000,655.7504907549,302.9741277216144,0.4270102790423229,302.9741821772075
991800900000,991806200000,975.7947217705706,8.515114728687937,0.09225849409466147,8.515116573398712
991800900000,991806200000,1900.0965713566245,22.551213595971063,0.033622902543171906,22.551218407469058
991800900000,991800900000,187.26901501757516,66.48022086739886,0.2529688935062284,66.4802351145427
991800900000,991800900000,1768.6704857536176,619.4889070861007,0.30129288301700463,619.4890831717578
991800900000,991800900000,48.48706640193507,14.853256211643354,0.04435049945830327,14.85325926567063
991800900000,991800900000,58.166019300200816,31.37760227640249,0.08823241563113038,31.37761077436737
991800900000,991800900000,50.459175397607126,14.77056450339526,0.04839336702446562,14.770567764594453
991800900000,991800900000,63.16602784586168,27.939133965439005,0.06229912596609877,27.939150124854017
991800900000,991800900000,59.63357346996001,25.77451226987629,0.05728043098120472,25.774526782782978
991800900000,991800900000,72.87905121405922,52.78658374649849,0.09133053373600986,52.7866449987409
991800900000,991800900000,33.66888502881873,12.394244949919415,0.044309053846186,12.39424795259044
991800900000,991800900000,89.8978544021454,39.8214805884795,0.10896987618402809,39.82148826206298
991800900000,991800900000,81.03967574785426,22.477361026759112,0.06856698741875433,22.477366453182746
991800900000,991800900000,82.8687482340501,108.58989063581447,0.10331311767140505,108.59023219032255
991800900000,991800900000,80.65846798465304,34.84212881451065,0.09724472693587838,34.84215400266304
991800900000,991800900000,62.1578636877875,20.752250623380625,0.06744777870274477,20.752255352649918
991800900000,991800900000,54.31498684759047,15.740436006868515,0.06254172926379264,15.74043940675919
991800900000,991800900000,81.8995848286859,25.315276594479236,0.047748164241690594,25.31528109052227
991800900000,991800900000,39.80029085748235,19.175448144167444,0.040216166813209164,19.1754522138778
991800900000,991800900000,77.53763227905584,29.545891536589128,0.09871028081851174,29.545897016137214
991800900000,991800900000,81.23393641644256,20.61082448551027,0.04556689542197434,20.610828159202025
991800900000,991800900000,50.84070230824575,15.53656293773599,0.045996669648301514,15.536566182966105
991800900000,991800900000,88.78599872844987,45.7080720539157,0.0858175095093523,45.70810445895328
991800900000,991800900000,98.49534842264524,97.73023907503409,0.08893037526002123,97.7305140429421
991800900000,991800900000,63.79840688618805,35.953724357553824,0.09496448219801268,35.953737147899595
991800900000,991800900000,41.47698424497211,13.639221345616448,0.03369007464852647,13.639224371563895
991800900000,991800900000,90.66348612186148,25.503810800758583,0.09467502566538855,25.503816251608306
991800900000,991800900000,84.99651400161,31.66860345517933,0.09602451224069819,31.668613007387943
991800900000,991800900000,43.575103969756114,15.602192430989302,0.04569951301164088,15.602195815116893
991800900000,991800900000,84.15604983373525,74.3620818353744,0.1295712916472398,74.36216157199058
991800900000,991800900000,126.08227517190532,44.4757090712682,0.14778326249580243,44.47571729112474
